"year","r","hh","source","value"
2016,"CA","hh2","hcspval",0.164959917780162
2016,"CA","hh2","hfinval",0.0732914216021026
2016,"CA","hh2","hoival",0.151901581846302
2016,"CA","hh2","htotval",0.0621137588185168
2016,"CA","hh3","hwsval",0.104211362407816
2016,"CA","hh3","hseval",0.12978377254702
2016,"CA","hh3","hfrval",0.0265758051272645
2016,"CA","hh3","hucval",0.256170152546733
2016,"CA","hh3","hwcval",0.204885174164321
2016,"CA","hh3","hssval",0.207800110254251
2016,"CA","hh3","hssival",0.117359316136613
2016,"CA","hh3","hpawval",0.0847460742294999
2016,"CA","hh3","hvetval",0.183271215487361
2016,"CA","hh3","hsurval",0.154381035153938
2016,"CA","hh3","hdisval",0.149448179460411
2016,"CA","hh3","hretval",0.156570271068987
2016,"CA","hh3","hintval",0.0449326078193402
2016,"CA","hh3","hdivval",0.0916883939579578
2016,"CA","hh3","hrntval",0.0859684241828849
2016,"CA","hh3","hedval",0.223629845273947
2016,"CA","hh3","hcspval",0.200043318651207
2016,"CA","hh3","hfinval",0.117364798679946
2016,"CA","hh3","hoival",0.114337486373825
2016,"CA","hh3","htotval",0.113563474069321
2016,"CA","hh4","hwsval",0.201567664270126
2016,"CA","hh4","hseval",0.155740267810261
2016,"CA","hh4","hfrval",0.023956357001323
2016,"CA","hh4","hucval",0.22167350067695
2016,"CA","hh4","hwcval",0.274973363010053
2016,"CA","hh4","hssval",0.183316968343178
2016,"CA","hh4","hssival",0.049735774282169
2016,"CA","hh4","hpawval",0.0503749775016093
2016,"CA","hh4","hvetval",0.260376837315621
2016,"CA","hh4","hsurval",0.0773798427563353
2016,"CA","hh4","hdisval",0.256846515238915
2016,"CA","hh4","hretval",0.293702833019562
2016,"CA","hh4","hintval",0.145915109241005
2016,"CA","hh4","hdivval",0.128063538037336
2016,"CA","hh4","hrntval",0.192098325169045
2016,"CA","hh4","hedval",0.1642916981438
2016,"CA","hh4","hcspval",0.289125454717913
2016,"CA","hh4","hfinval",0.177518867333529
2016,"CA","hh4","hoival",0.42870421564181
2016,"CA","hh4","htotval",0.198398633477987
2016,"CA","hh5","hwsval",0.637210223717865
2016,"CA","hh5","hseval",0.61696697481998
2016,"CA","hh5","hfrval",0.937625996522245
2016,"CA","hh5","hucval",0.274904761818689
2016,"CA","hh5","hwcval",0.310944543491099
